From	Entry	Entry Name	Protein names	Gene Names	Reviewed
93034	B4DXZ9	B4DXZ9_HUMAN	cDNA FLJ53239, highly similar to Cytosolic 5'-nucleotidase 1B		unreviewed
93034	B4DZ86	B4DZ86_HUMAN	cDNA FLJ53251, highly similar to Cytosolic 5'-nucleotidase 1B		unreviewed
130497	Q8TAX0	OSR1_HUMAN	Protein odd-skipped-related 1	OSR1 ODD	reviewed
130502	Q5I0X7	TTC32_HUMAN	Tetratricopeptide repeat protein 32 (TPR repeat protein 32)	TTC32	reviewed
57539	Q9P2L0	WDR35_HUMAN	WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)	WDR35 IFT121 KIAA1336	reviewed
4148	O15232	MATN3_HUMAN	Matrilin-3	MATN3	reviewed
9741	Q15012	LAP4A_HUMAN	Lysosomal-associated transmembrane protein 4A (Golgi 4-transmembrane-spanning transporter MTP)	LAPTM4A KIAA0108 LAPTM4 MBNT MTRP UNQ1846/PRO3574	reviewed
9741	Q6IBP4	Q6IBP4_HUMAN	Lysosomal-associated transmembrane protein 4A	LAPTM4A hCG_32086	unreviewed
6382	P18827	SDC1_HUMAN	Syndecan-1 (SYND1) (CD antigen CD138)	SDC1 SDC	reviewed
23369	Q8TB72	PUM2_HUMAN	Pumilio homolog 2 (Pumilio-2)	PUM2 KIAA0235 PUMH2	reviewed
23369	B7ZL34	B7ZL34_HUMAN	PUM2 protein (Pumilio homolog 2 (Drosophila), isoform CRA_b)	PUM2 hCG_32092	unreviewed
388	P62745	RHOB_HUMAN	Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6)	RHOB ARH6 ARHB	reviewed
64342	Q53T59	H1BP3_HUMAN	HCLS1-binding protein 3 (HS1-binding protein 3) (HSP1BP-3)	HS1BP3	reviewed
64342	Q9H7U7	Q9H7U7_HUMAN	HCLS1-binding protein 3 (HS1-binding protein 3)		unreviewed
151449	Q7Z4P5	GDF7_HUMAN	Growth/differentiation factor 7 (GDF-7)	GDF7	reviewed
151449	Q75RY1	Q75RY1_HUMAN	Growth/differentiation factor 7	gdf7	unreviewed
60526	Q9H6V9	LDAH_HUMAN	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase) (hLDAH)	LDAH C2orf43	reviewed
60526	A0A0A0MSH6	A0A0A0MSH6_HUMAN	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase)	LDAH	unreviewed
60526	B4DRG3	B4DRG3_HUMAN	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase)	LDAH FLJ21820 hCG_32091	unreviewed
60526	B4DS38	B4DS38_HUMAN	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase)		unreviewed
60526	B4DWE2	B4DWE2_HUMAN	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase)		unreviewed
338	P04114	APOB_HUMAN	Apolipoprotein B-100 (Apo B-100) [Cleaved into: Apolipoprotein B-48 (Apo B-48)]	APOB	reviewed
338	A0AAG2UUW0	A0AAG2UUW0_HUMAN	Apolipoprotein B-100	APOB	unreviewed
338	Q59HB3	Q59HB3_HUMAN	Apolipoprotein B variant		unreviewed
338	Q7Z7Q0	Q7Z7Q0_HUMAN	Apolipoprotein B-100	APOB	unreviewed
100129278	B5MCY1	TDR15_HUMAN	Tudor domain-containing protein 15	TDRD15	reviewed
114818	Q96CT2	KLH29_HUMAN	Kelch-like protein 29 (Kelch repeat and BTB domain-containing protein 9)	KLHL29 KBTBD9 KIAA1921	reviewed
54454	Q9ULI0	ATD2B_HUMAN	ATPase family AAA domain-containing protein 2B	ATAD2B KIAA1240	reviewed
54454	B3KWS5	B3KWS5_HUMAN	cDNA FLJ43730 fis, clone TESTI1000390		unreviewed
165324	P68543	UBX2A_HUMAN	UBX domain-containing protein 2A (UBX domain-containing protein 4)	UBXN2A UBXD4	reviewed
388931	A6NFX1	MFS2B_HUMAN	Sphingosine-1-phosphate transporter MFSD2B (Major facilitator superfamily domain-containing protein 2B) (hMfsd2b)	MFSD2B	reviewed
80304	Q9H6R7	WDCP_HUMAN	WD repeat and coiled-coil-containing protein	WDCP C2orf44 PP384	reviewed
9540	Q53FA7	QORX_HUMAN	Quinone oxidoreductase PIG3 (EC 1.6.5.5) (NADPH:quinone reductase PIG3) (Tumor protein p53-inducible protein 3) (Protein PIG3) (p53-induced gene 3 protein)	TP53I3 PIG3	reviewed
9540	B4DMQ7	B4DMQ7_HUMAN	Tumor protein p53 inducible protein 3, isoform CRA_c (cDNA FLJ61719, highly similar to quinone oxidoreductase)	TP53I3 hCG_22385	unreviewed
375189	Q8NHR9	PROF4_HUMAN	Profilin-4 (Profilin IV)	PFN4	reviewed
375190	P0C875	F228B_HUMAN	Protein FAM228B	FAM228B	reviewed
375190	A0A087WVX1	A0A087WVX1_HUMAN	Family with sequence similarity 228 member B (HCG1820835, isoform CRA_b)	FAM228B hCG_1820835	unreviewed
653140	Q86W67	F228A_HUMAN	Protein FAM228A	FAM228A C2orf84	reviewed
50618	Q9NZM3	ITSN2_HUMAN	Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein)	ITSN2 KIAA1256 SH3D1B SWAP	reviewed
50618	A6H8W8	A6H8W8_HUMAN	Intersectin 2	ITSN2	unreviewed
8648	Q15788	NCOA1_HUMAN	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	NCOA1 BHLHE74 SRC1	reviewed
79172	Q9BU64	CENPO_HUMAN	Centromere protein O (CENP-O) (Interphase centromere complex protein 36)	CENPO ICEN36 MCM21R	reviewed
109	O60266	ADCY3_HUMAN	Adenylate cyclase type 3 (EC 4.6.1.1) (ATP pyrophosphate-lyase 3) (Adenylate cyclase type III) (AC-III) (Adenylate cyclase, olfactive type) (Adenylyl cyclase 3) (AC3)	ADCY3 KIAA0511	reviewed
109	A0A0A0MSC1	A0A0A0MSC1_HUMAN	Adenylate cyclase type 3 (EC 4.6.1.1)	ADCY3	unreviewed
109	B7ZLX9	B7ZLX9_HUMAN	adenylate cyclase (EC 4.6.1.1)	ADCY3	unreviewed
51277	Q9NZQ0	DJC27_HUMAN	DnaJ homolog subfamily C member 27 (Rab and DnaJ domain-containing protein)	DNAJC27 RABJS RBJ	reviewed
22979	Q9Y2G0	EFR3B_HUMAN	Protein EFR3 homolog B	EFR3B KIAA0953	reviewed
22979	B3KT90	B3KT90_HUMAN	Protein EFR3 homolog B		unreviewed
22979	E7ESK9	E7ESK9_HUMAN	Protein EFR3 homolog B	EFR3B	unreviewed
5443	P01189	COLI_HUMAN	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	POMC	reviewed
1788	Q9Y6K1	DNM3A_HUMAN	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A	reviewed
1788	A0A0C4DG02	A0A0C4DG02_HUMAN	DNA (cytosine-5)-methyltransferase 3A (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A)	DNMT3A	unreviewed
1788	F8WE91	F8WE91_HUMAN	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	DNMT3A	unreviewed
1788	Q59HC6	Q59HC6_HUMAN	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)		unreviewed
1838	O60941	DTNB_HUMAN	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	DTNB	reviewed
1838	B7Z202	B7Z202_HUMAN	cDNA FLJ60475, highly similar to Dystrobrevin beta		unreviewed
1838	B7Z6A9	B7Z6A9_HUMAN	Dystrobrevin		unreviewed
1838	E7EVB6	E7EVB6_HUMAN	Dystrobrevin	DTNB	unreviewed
1838	E9PEY4	E9PEY4_HUMAN	Dystrobrevin	DTNB	unreviewed
1838	Q1I0L3	Q1I0L3_HUMAN	Dystrobrevin	DTNB	unreviewed
55252	Q76L83	ASXL2_HUMAN	Putative Polycomb group protein ASXL2 (Additional sex combs-like protein 2)	ASXL2 ASXH2 KIAA1685	reviewed
3797	O14782	KIF3C_HUMAN	Kinesin-like protein KIF3C	KIF3C	reviewed
3797	A2RU78	A2RU78_HUMAN	Kinesin-like protein	KIF3C hCG_21381	unreviewed
10890	P61026	RAB10_HUMAN	Ras-related protein Rab-10 (EC 3.6.5.2)	RAB10	reviewed
150946	Q75VX8	GARE2_HUMAN	GRB2-associated and regulator of MAPK protein 2 (GRB2-associated and regulator of MAPK1-like)	GAREM2 FAM59B GAREML KIAA2038 HRIHFB2063	reviewed
3030	P40939	ECHA_HUMAN	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (MLCL AT) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	HADHA HADH	reviewed
3030	E9KL44	E9KL44_HUMAN	Trifunctional enzyme subunit alpha, mitochondrial (EC 1.1.1.211) (EC 4.2.1.17) (Monolysocardiolipin acyltransferase) (TP-alpha)		unreviewed
3032	P55084	ECHB_HUMAN	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	HADHB MSTP029	reviewed
3032	F5GZQ3	F5GZQ3_HUMAN	Trifunctional enzyme subunit beta, mitochondrial (EC 2.3.1.155) (EC 2.3.1.16) (TP-beta)	HADHB	unreviewed
165082	Q8IZF5	AGRF3_HUMAN	Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23)	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000	reviewed
165082	A0A494C083	A0A494C083_HUMAN	Adhesion G protein-coupled receptor F3	ADGRF3	unreviewed
85465	Q9C0D9	EPT1_HUMAN	Ethanolaminephosphotransferase 1 (hEPT1) (EC 2.7.8.1) (Selenoprotein I) (SelI)	SELENOI EPT1 KIAA1724 SELI	reviewed
92749	Q96MC2	DRC1_HUMAN	Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164)	DRC1 C2orf39 CCDC164	reviewed
9381	Q9HC10	OTOF_HUMAN	Otoferlin (Fer-1-like protein 2)	OTOF FER1L2	reviewed
339778	A6NJV1	CMI2C_HUMAN	Ciliary microtubule inner protein 2C	CIMIP2C C2orf70 FAM166C	reviewed
339778	B8ZZ55	B8ZZ55_HUMAN	Ciliary microtubule inner protein 2C	CIMIP2C	unreviewed
130106	A0PJX0	CIB4_HUMAN	Calcium and integrin-binding family member 4	CIB4	reviewed
3777	O14649	KCNK3_HUMAN	Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1)	KCNK3 TASK TASK1	reviewed
54978	Q8N357	S35F6_HUMAN	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)	SLC35F6 C2orf18 UNQ3047/PRO9863	reviewed
56896	Q9BPU6	DPYL5_HUMAN	Dihydropyrimidinase-related protein 5 (DRP-5) (CRMP3-associated molecule) (CRAM) (Collapsin response mediator protein 5) (CRMP-5) (UNC33-like phosphoprotein 6) (ULIP-6)	DPYSL5 CRMP5 ULIP6	reviewed
22924	Q9UPY8	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)	MAPRE3	reviewed
54867	Q6NUQ4	TM214_HUMAN	Transmembrane protein 214	TMEM214 PP446	reviewed
54867	H7C0H8	H7C0H8_HUMAN	Transmembrane protein 214	TMEM214	unreviewed
60509	Q8NDL9	CBPC5_HUMAN	Cytosolic carboxypeptidase-like protein 5 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein-like 5) (Protein deglutamylase CCP5)	AGBL5 CCP5	reviewed
11117	Q9Y6C2	EMIL1_HUMAN	EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1)	EMILIN1 EMI	reviewed
3795	P50053	KHK_HUMAN	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	KHK	reviewed
3795	A0A140VJM6	A0A140VJM6_HUMAN	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)		unreviewed
3795	C9JDL1	C9JDL1_HUMAN	Ketohexokinase	KHK	unreviewed
10669	Q99674	CGRE1_HUMAN	Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	CGREF1 CGR11	reviewed
84696	Q96SE0	ABHD1_HUMAN	Protein ABHD1 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 1) (Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1)	ABHD1 LABH1	reviewed
84696	A0A140VJD1	A0A140VJD1_HUMAN	Protein ABHD1 (Alpha/beta hydrolase domain-containing protein 1)	ABHD1 hCG_23726	unreviewed
10113	Q9HCU5	SEC12_HUMAN	Guanine nucleotide-exchange factor SEC12 (Prolactin regulatory element-binding protein)	PREB SEC12	reviewed
10113	B5MC98	B5MC98_HUMAN	Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor Sec12)	PREB	unreviewed
10113	Q05DB2	Q05DB2_HUMAN	Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor Sec12)	PREB hCG_23709	unreviewed
339779	Q53SZ7	PRR30_HUMAN	Proline-rich protein 30	PRR30 C2orf53	reviewed
150921	Q7RTU1	TCF23_HUMAN	Transcription factor 23 (TCF-23) (Class A basic helix-loop-helix protein 24) (bHLHa24)	TCF23 BHLHA24	reviewed
8884	Q9Y289	SC5A6_HUMAN	Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (hSMVT) (Solute carrier family 5 member 6)	SLC5A6 SMVT	reviewed
8884	Q9HD19	Q9HD19_HUMAN	Sodium-dependent multivitamin transporter (Solute carrier family 5 member 6)	SLC5A6 SMVT	unreviewed
51374	Q6UW56	ARAID_HUMAN	All-trans retinoic acid-induced differentiation factor (Apoptosis-related protein 3) (APR-3) (p18)	ATRAID APR3 C2orf28 HSPC013 UNQ214/PRO240	reviewed
790	P27708	PYR1_HUMAN	Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	CAD	reviewed
790	F8VPD4	F8VPD4_HUMAN	Multifunctional protein CAD (EC 2.1.3.2) (EC 3.5.1.2) (EC 3.5.2.3) (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase)	CAD	unreviewed
7781	Q99726	ZNT3_HUMAN	Probable proton-coupled zinc antiporter SLC30A3 (Solute carrier family 30 member 3) (Zinc transporter 3) (ZnT-3)	SLC30A3 ZNT3	reviewed
7781	B4DXX8	B4DXX8_HUMAN	Probable proton-coupled zinc antiporter SLC30A3 (Solute carrier family 30 member 3) (Zinc transporter 3)		unreviewed
285126	Q8N7S2	DNJ5G_HUMAN	DnaJ homolog subfamily C member 5G (Cysteine string protein-gamma) (CSP-gamma)	DNAJC5G	reviewed
57159	Q9BYV2	TRI54_HUMAN	Tripartite motif-containing protein 54 (Muscle-specific RING finger protein) (MuRF) (Muscle-specific RING finger protein 3) (MuRF-3) (MuRF3) (RING finger protein 30)	TRIM54 MURF MURF3 RNF30	reviewed
7349	P55089	UCN1_HUMAN	Urocortin	UCN	reviewed
4358	P39210	MPV17_HUMAN	Mitochondrial inner membrane protein Mpv17 (Protein Mpv17)	MPV17	reviewed
4358	A0A0S2Z3Z9	A0A0S2Z3Z9_HUMAN	Mitochondrial inner membrane protein Mpv17 (Protein Mpv17)	MPV17	unreviewed
2976	Q8WUA4	TF3C2_HUMAN	General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta)	GTF3C2 KIAA0011	reviewed
8890	Q9UI10	EI2BD_HUMAN	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)	EIF2B4 EIF2BD	reviewed
8890	B4DUP5	B4DUP5_HUMAN	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)		unreviewed
8890	E7ERK9	E7ERK9_HUMAN	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)	EIF2B4	unreviewed
8890	F8W8L6	F8W8L6_HUMAN	Eukaryotic translation initiation factor 2B subunit 4 delta transcript variant 4 (Eukaryotic translation initiation factor 2B subunit delta)	EIF2B4	unreviewed
8890	Q71US4	Q71US4_HUMAN	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)		unreviewed
8890	Q9HBP7	Q9HBP7_HUMAN	Eukaryotic translation initiation factor 2B subunit delta		unreviewed
9784	Q15036	SNX17_HUMAN	Sorting nexin-17	SNX17 KIAA0064	reviewed
9784	B4DDM3	B4DDM3_HUMAN	Sorting nexin 17, isoform CRA_a (cDNA FLJ51047, highly similar to Sorting nexin-17) (cDNA FLJ53821, highly similar to Sorting nexin-17) (cDNA FLJ61770, highly similar to Sorting nexin-17)	SNX17 hCG_1784432	unreviewed
9784	B4DQ37	B4DQ37_HUMAN	Sorting nexin-17		unreviewed
9784	B4DTB8	B4DTB8_HUMAN	Sorting nexin-17		unreviewed
130557	Q8N8E2	ZN513_HUMAN	Zinc finger protein 513	ZNF513	reviewed
5496	O15355	PPM1G_HUMAN	Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)	PPM1G PPM1C	reviewed
5496	Q6IAU5	Q6IAU5_HUMAN	Protein phosphatase 1G (EC 3.1.3.16)	PPM1G hCG_21229	unreviewed
29959	Q9UHY1	NRBP_HUMAN	Nuclear receptor-binding protein	NRBP1 BCON3 NRBP	reviewed
29959	F8W6G1	F8W6G1_HUMAN	Nuclear receptor-binding protein	NRBP1	unreviewed
26160	Q9UG01	IF172_HUMAN	Intraflagellar transport protein 172 homolog	IFT172 KIAA1179	reviewed
26160	A0A6Q8PGJ2	A0A6Q8PGJ2_HUMAN	Intraflagellar transport protein 172 homolog	IFT172	unreviewed
2646	Q14397	GCKR_HUMAN	Glucokinase regulatory protein (GKRP) (Glucokinase regulator)	GCKR	reviewed
2646	A0A0C4DFN2	A0A0C4DFN2_HUMAN	Glucokinase regulatory protein	GCKR hCG_21226	unreviewed
84226	Q68DN1	S31H1_HUMAN	Spermatogenesis-associated protein 31H1	SPATA31H1 C2orf16	reviewed
84226	C9JG08	C9JG08_HUMAN	SPATA31 subfamily H member 1	SPATA31H1	unreviewed
84450	Q96ME7	ZN512_HUMAN	Zinc finger protein 512	ZNF512 KIAA1805	reviewed
84450	B4DES6	B4DES6_HUMAN	Zinc finger protein 512		unreviewed
84450	B7Z9P6	B7Z9P6_HUMAN	Zinc finger protein 512		unreviewed
79635	Q6ZUS5	CC121_HUMAN	Coiled-coil domain-containing protein 121	CCDC121	reviewed
11321	Q9HCN4	GPN1_HUMAN	GPN-loop GTPase 1 (EC 3.6.5.-) (MBD2-interacting protein) (MBDin) (RNAPII-associated protein 4) (XPA-binding protein 1)	GPN1 MBDIN RPAP4 XAB1 HUSSY-23	reviewed
11321	Q53RZ9	Q53RZ9_HUMAN	GPN-loop GTPase (EC 3.6.5.-)	MBDin XAB1 hCG_21230	unreviewed
9913	O94864	ST65G_HUMAN	STAGA complex 65 subunit gamma (Adenocarcinoma antigen ART1) (SPTF-associated factor 65 gamma) (STAF65gamma) (Suppressor of Ty 7-like)	SUPT7L KIAA0764	reviewed
22950	Q9BWU0	NADAP_HUMAN	Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein)	SLC4A1AP HLC3	reviewed
64080	Q9H477	RBSK_HUMAN	Ribokinase (RK) (EC 2.7.1.15)	RBKS RBSK	reviewed
9577	Q9NXR7	BABA2_HUMAN	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	BABAM2 BRCC45 BRE	reviewed
2355	P15408	FOSL2_HUMAN	Fos-related antigen 2 (FRA-2)	FOSL2 FRA2	reviewed
2355	Q9H5M2	Q9H5M2_HUMAN	Alternative protein FOSL2 (FOS-like antigen 2, isoform CRA_a) (cDNA: FLJ23306 fis, clone HEP11541)	FOSL2 FLJ23306 hCG_1990537	unreviewed
151056	Q6P1J6	PLB1_HUMAN	Phospholipase B1, membrane-associated (Phospholipase B) (hPLB) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A2) (EC 3.1.1.4) (Phospholipase B/lipase) (PLB/LIP) (Triacylglycerol lipase) (EC 3.1.1.3)	PLB1 PLB	reviewed
151056	B2RWP8	B2RWP8_HUMAN	Phospholipase B1, membrane-associated (EC 3.1.1.3) (EC 3.1.1.4) (EC 3.1.1.5) (Lysophospholipase) (Phospholipase A2) (Phospholipase B/lipase) (Triacylglycerol lipase)	PLB1	unreviewed
5500	P62140	PP1B_HUMAN	Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)	PPP1CB	reviewed
5500	V9HW04	V9HW04_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	HEL-S-80p	unreviewed
245711	Q5MJ70	SPDYA_HUMAN	Speedy protein A (Rapid inducer of G2/M progression in oocytes A) (RINGO A) (hSpy/Ringo A) (Speedy-1) (Spy1)	SPDYA SPDY1 SPY1	reviewed
245711	A0A384MTT5	A0A384MTT5_HUMAN	Epididymis secretory sperm binding protein (Speedy homolog 1 (Drosophila))	SPDY1 hCG_1783771	unreviewed
55006	Q9BVS5	TR61B_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-)	TRMT61B	reviewed
55006	F8WDR2	F8WDR2_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220)	TRMT61B	unreviewed
23160	Q15061	WDR43_HUMAN	WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog)	WDR43 KIAA0007 UTP5	reviewed
165186	Q6ZUX3	TGRM2_HUMAN	TOG array regulator of axonemal microtubules protein 2 (Crescerin-2)	TOGARAM2 FAM179A	reviewed
165186	B4DLF7	B4DLF7_HUMAN	cDNA FLJ60294		unreviewed
388939	A6NGG8	PCARE_HUMAN	Photoreceptor cilium actin regulator	PCARE C2orf71	reviewed
79745	Q8N3C7	CLIP4_HUMAN	CAP-Gly domain-containing linker protein 4 (Restin-like protein 2)	CLIP4 RSNL2	reviewed
79745	A0A8I5KXU9	A0A8I5KXU9_HUMAN	CAP-Gly domain containing linker protein family member 4	CLIP4	unreviewed
79745	A0A8I5QKP4	A0A8I5QKP4_HUMAN	CAP-Gly domain containing linker protein family member 4	CLIP4	unreviewed
79745	A0A8I5QKV0	A0A8I5QKV0_HUMAN	CAP-Gly domain containing linker protein family member 4	CLIP4	unreviewed
79745	A8K6D0	A8K6D0_HUMAN	cDNA FLJ75496, highly similar to Homo sapiens restin-like 2 (RSNL2), mRNA		unreviewed
79745	B7Z936	B7Z936_HUMAN	cDNA FLJ55608, highly similar to Restin-like protein 2		unreviewed
79745	G3XAK3	G3XAK3_HUMAN	CAP-Gly domain containing linker protein family member 4 (Restin-like 2, isoform CRA_d)	CLIP4 RSNL2 hCG_1783765	unreviewed
238	Q9UM73	ALK_HUMAN	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK	reviewed
238	A0A0K2YUJ3	A0A0K2YUJ3_HUMAN	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	unreviewed
238	B6D4Y2	B6D4Y2_HUMAN	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	unreviewed
51646	P62699	YPEL5_HUMAN	Protein yippee-like 5	YPEL5 CGI-127	reviewed
81606	Q53QV2	LBH_HUMAN	Protein LBH (hLBH) (Limb bud and heart development protein homolog)	LBH	reviewed
253558	Q6UWP7	LCLT1_HUMAN	Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1)	LCLAT1 AGPAT8 ALCAT1 LYCAT UNQ1849/PRO3579	reviewed
253558	B4DM26	B4DM26_HUMAN	cDNA FLJ57322, highly similar to Homo sapiens lysocardiolipin acyltransferase (LYCAT), transcript variant 1, mRNA		unreviewed
253558	B4DYR5	B4DYR5_HUMAN	cDNA FLJ61482, highly similar to Homo sapiens lysocardiolipin acyltransferase (LYCAT), transcript variant 1, mRNA		unreviewed
92291	Q6MZZ7	CAN13_HUMAN	Calpain-13 (EC 3.4.22.-) (Calcium-activated neutral proteinase 13) (CANP 13)	CAPN13	reviewed
79623	Q96FL9	GLT14_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 14 (EC 2.4.1.41) (Polypeptide GalNAc transferase 14) (GalNAc-T14) (pp-GaNTase 14) (Protein-UDP acetylgalactosaminyltransferase 14) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 14)	GALNT14 UNQ2434/PRO4994	reviewed
79623	B7Z5C5	B7Z5C5_HUMAN	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)		unreviewed
440854	A8MX76	CAN14_HUMAN	Calpain-14 (EC 3.4.22.-) (Calcium-activated neutral proteinase 14) (CANP 14)	CAPN14	reviewed
440854	B7Z467	B7Z467_HUMAN	cDNA FLJ54788, weakly similar to Calpain-9		unreviewed
30845	Q9NZN3	EHD3_HUMAN	EH domain-containing protein 3 (PAST homolog 3)	EHD3 EHD2 PAST3	reviewed
7498	P47989	XDH_HUMAN	Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]	XDH XDHA	reviewed
